20201206T0000;6,6405287;1,2705287;4,2888618;70,9
20201207T0000;6,7005286;1,2105286;3,9946954;60,4
20201208T0000;6,5105286;-0,24947134;2,8492785;61,8
20201209T0000;3,8605285;1,6905286;2,9088619;63,8
20201210T0000;3,7605286;-0,69947135;1,0417784;30,4
20201211T0000;6,790529;-1,7594713;2,7917786;28,3
20201212T0000;9,010529;3,6005285;6,646362;34,8
20201213T0000;7,8605285;4,2305284;6,220528;60,5
